USERID,Recency,Frequency,Monetary
95263,2,120,156727
95264,9,110,141663
95265,30,90,107608
95266,3,98,113044
95267,13,107,126505
95268,10,94,105099
95269,2,88,107481
95270,3,103,119411
95271,3,107,152352
95272,22,100,127742
95273,1,95,168823
95274,8,102,128822
95275,27,102,137529
95276,4,106,122764
95277,45,94,130360
95278,16,98,106848
95279,3,108,134283
95280,0,101,134213
95281,11,102,112920
95282,11,93,115061
95283,12,116,143588
95284,25,108,122643
95285,11,127,165116
95286,5,95,127703
95287,6,101,126989
95288,7,91,110045
95289,2,114,128192
95290,34,107,141775
95291,4,106,136108
95292,15,92,127255
95293,16,97,113130
95294,17,98,136672
95295,6,105,128637
95296,4,106,122858
95297,12,111,145374
95298,40,115,133089
95299,1,123,166102
95300,11,93,111321
95301,4,98,115651
95302,11,118,157067
95303,7,102,163474
95304,0,107,115972
95305,10,101,144405
95306,23,109,144502
95307,7,120,146660
95308,14,89,134060
95309,3,94,133126
95310,24,99,114735
95311,4,113,138936
95312,6,103,126414
95313,16,100,116460
95314,4,107,113715
95315,3,102,127360
95316,8,95,145574
95317,3,95,113432
95318,2,100,127568
95319,7,107,146287
95320,2,94,128594
95321,9,107,142764
95322,7,94,119286
95323,2,102,101527
95324,7,106,157933
95325,1,105,118351
95326,8,104,163658
95327,1,100,120175
95328,10,95,109786
95329,3,138,183719
95330,0,96,90862
95331,8,98,106969
95332,8,104,133762
95333,5,102,119661
95334,5,110,130086
95335,6,105,127936
95336,2,115,157157
95337,1,95,115719
95338,7,99,125557
95339,13,112,148838
95340,6,94,115683
95341,32,88,115417
95342,0,111,148774
95343,3,85,123549
95344,3,106,144994
95345,2,107,141101
95346,3,101,131723
95347,17,106,120691
95348,1,96,118284
95349,47,99,124443
95350,7,97,118332
95351,7,110,128312
95352,1,106,128038
95353,0,79,94816
95354,0,93,122711
95355,8,102,122643
95356,4,94,95342
95357,19,93,109214
95358,3,89,104175
95359,14,96,126322
95360,0,106,130246
95361,16,96,116338
95362,2,117,149608
95363,10,105,137129
95364,0,95,117120
95365,7,92,115983
95366,0,112,157080
95367,12,113,129273
95368,11,104,145782
95369,4,79,120259
95370,4,93,122425
95371,7,107,119041
95372,22,83,86369
95373,1,98,128048
95374,4,106,154213
95375,5,108,136758
95376,5,125,144095
95377,5,86,133674
95378,1,96,118355
95379,20,92,124093
95380,27,107,123108
95381,5,105,114066
95382,25,110,140666
95383,22,88,106397
95384,1,113,154339
95385,9,99,112082
95386,1,96,129622
95387,27,115,167903
95388,8,106,121000
95389,16,106,134132
95390,18,99,132263
95391,8,102,150062
95392,8,96,125476
95393,15,107,137542
95394,1,113,116966
95395,20,93,107105
95396,11,97,111263
95397,13,97,120288
95398,19,99,125617
95399,23,96,112537
95400,6,98,135873
95401,9,104,129145
95402,0,114,136115
95403,2,105,137811
95404,0,101,117434
95405,0,103,122962
95406,21,97,128568
95407,3,97,146543
95408,0,90,141229
95409,10,85,107498
95410,2,99,108376
95411,0,107,145293
95412,7,99,94654
95413,2,92,112252
95414,1,99,146634
95415,0,90,119391
95416,16,88,106501
95417,3,103,154858
95418,2,90,106884
95419,12,102,116591
95420,23,111,125131
95421,32,113,135324
95422,13,91,123134
95423,48,92,139460
95424,2,113,116507
95425,1,112,146718
95426,17,102,131591
95427,5,114,169162
95428,0,104,141463
95429,15,101,147838
95430,12,112,134882
95431,4,113,147728
95432,3,94,122952
95433,12,95,129861
95434,3,119,157318
95435,40,92,109789
95436,7,92,157279
95437,4,98,136635
95438,13,94,114864
95439,5,108,123390
95440,20,87,106282
95441,8,102,145549
95442,8,96,91856
95443,7,101,137369
95444,17,91,151566
95445,0,108,132156
95446,9,103,130281
95447,4,118,153606
95448,0,99,106968
95449,11,105,137156
95450,4,103,142117
95451,1,98,122285
95452,3,101,112772
95453,12,116,132640
95454,24,96,119863
95455,5,96,124685
95456,5,99,124750
95457,11,105,147483
95458,29,108,147296
95459,0,102,121529
95460,4,118,131540
95461,18,86,102692
95462,25,100,113104
95463,2,106,164278
95464,16,100,113747
95465,2,90,127095
95466,3,108,125980
95467,8,107,117358
95468,9,96,122150
95469,23,111,143967
95470,0,106,133466
95471,13,86,107302
95472,7,97,125918
95473,16,99,119878
95474,4,101,129010
95475,12,108,133532
95476,8,117,153251
95477,4,99,150097
95478,17,86,118633
95479,16,93,93357
95480,3,98,107666
95481,4,120,140349
95482,0,101,101814
95483,18,110,147945
95484,6,97,127446
95485,9,89,103233
95486,2,111,145838
95487,21,101,131679
95488,0,111,157120
95489,10,110,358893
95490,2,108,144889
95491,21,93,114467
95492,2,110,118642
95493,8,91,120021
95494,4,97,109614
95495,2,104,155802
95496,1,93,99343
95497,0,99,129971
95498,4,105,178252
95499,39,96,126188
95500,0,99,121040
95501,4,95,127189
95502,0,107,132004
95503,5,106,122030
95504,3,102,127345
95505,15,106,144564
95506,8,104,128148
95507,1,105,124689
95508,3,105,150644
95509,1,105,125276
95510,4,85,105019
95511,15,106,145514
95512,0,89,116819
95513,20,91,130349
95514,2,91,107523
95515,18,105,112819
95516,9,94,122672
95517,3,94,127184
95518,2,102,148009
95519,3,95,125564
95520,6,102,99739
95521,2,106,137855
95522,12,85,112123
95523,0,99,124611
95524,20,100,140051
95525,12,110,126094
95526,3,89,125149
95527,3,109,133967
95528,1,110,126069
95529,2,102,140985
95530,18,117,130969
95531,7,108,136188
95532,5,105,143181
95533,1,86,105075
95534,2,132,151977
95535,1,107,147714
95536,0,93,125963
95537,13,101,122926
95538,1,112,121963
95539,5,91,116911
95540,20,108,140487
95541,0,98,182387
95542,7,113,148297
95543,0,96,134657
95544,21,110,162164
95545,1,98,134662
95546,10,93,129030
95547,9,88,101947
95548,2,97,102615
95549,6,102,124763
95550,5,100,101722
95551,1,105,153158
95552,14,98,100999
95553,0,101,109045
95554,12,104,123204
95555,19,98,123903
95556,2,97,121807
95557,18,103,106229
95558,3,107,129688
95559,1,117,152190
95560,15,110,126097
95561,3,99,135394
95562,0,121,152308
95563,2,108,146069
95564,12,100,153481
95565,11,115,143770
95566,13,91,140592
95567,10,108,143709
95568,1,105,122090
95569,2,104,161180
95570,0,115,145127
95571,14,96,123222
95572,1,112,150721
95573,7,113,145343
95574,5,120,133547
95575,6,90,100350
95576,23,101,133498
95577,6,95,103388
95578,20,99,114021
95579,13,86,110393
95580,18,91,115036
95581,23,106,148649
95582,8,98,123374
95583,1,105,156002
95584,1,116,125311
95585,6,89,89043
95586,1,109,142268
95587,5,110,127815
95588,2,123,161744
95589,12,84,96321
95590,1,122,144028
95591,0,102,125599
95592,2,104,161815
95593,3,100,142029
95594,16,100,116570
95595,1,101,162041
95596,48,112,134052
95597,6,103,134257
95598,2,95,122434
95599,6,89,123721
95600,1,108,130157
95601,17,82,105593
95602,4,105,123076
95603,1,85,110908
95604,4,114,161453
95605,20,95,130170
95606,7,107,119514
95607,10,106,154851
95608,9,111,150780
95609,17,78,90727
95610,14,95,130017
95611,16,101,120085
95612,12,110,137215
95613,6,101,126097
95614,6,103,117319
95615,1,110,138506
95616,1,120,161973
95617,4,88,108628
95618,5,92,116535
95619,17,90,107653
95620,7,99,129357
95621,27,93,128745
95622,20,117,134230
95623,16,110,123841
95624,4,85,102951
95625,5,113,173662
95626,7,87,109614
95627,11,111,131785
95628,17,107,157476
95629,0,123,155404
95630,16,117,141549
95631,7,112,124503
95632,8,104,143070
95633,0,117,141895
95634,12,96,109964
95635,7,102,128610
95636,1,110,119344
95637,0,104,155502
95638,2,117,160264
95639,4,94,132030
95640,18,111,172450
95641,2,118,147071
95642,12,94,130202
95643,0,96,127965
95644,11,105,108289
95645,13,88,160405
95646,7,112,145948
95647,6,95,129153
95648,10,97,116532
95649,2,125,169823
95650,8,104,156832
95651,14,116,149503
95652,2,105,126270
95653,10,101,134104
95654,4,99,130528
95655,2,106,125028
95656,21,104,122393
95657,0,106,137196
95658,3,115,122109
95659,1,101,110342
95660,2,98,150111
95661,2,105,136208
95662,5,115,147956
95663,0,111,147342
95664,9,102,130198
95665,15,94,118836
95666,1,94,97473
95667,10,103,126047
95668,5,112,149947
95669,4,96,110940
95670,2,95,125911
95671,7,99,142836
95672,33,95,126823
95673,41,104,106715
95674,9,102,113911
95675,7,110,147506
95676,20,86,106743
95677,9,100,110262
95678,12,100,121026
95679,21,90,116639
95680,2,94,118676
95681,0,95,127214
95682,8,106,133150
95683,1,108,157628
95684,0,101,116427
95685,8,117,165505
95686,0,102,111439
95687,7,114,127899
95688,6,110,147207
95689,2,104,159329
95690,4,97,114343
95691,14,107,121662
95692,4,103,122811
95693,1,105,140242
95694,5,100,129734
95695,8,97,119989
95696,10,104,136911
95697,1,117,158159
95698,2,123,156628
95699,18,99,143834
95700,9,105,121606
95701,10,98,150103
95702,2,105,121080
95703,2,108,165833
95704,2,139,146825
95705,13,113,118729
95706,14,97,164767
95707,12,98,102971
95708,3,99,114750
95709,5,99,114076
95710,12,93,124999
95711,0,139,173957
95712,14,109,130251
95713,14,105,164367
95714,14,114,157585
95715,15,89,124247
95716,6,100,143150
95717,11,127,191365
95718,0,107,136784
95719,20,92,118341
95720,6,105,112454
95721,7,103,127519
95722,3,106,152886
95723,4,108,135662
95724,12,87,114110
95725,17,99,128024
95726,17,113,147655
95727,5,91,119402
95728,0,117,145764
95729,33,101,133046
95730,25,91,111497
95731,32,109,147798
95732,14,112,137470
95733,21,114,174640
95734,39,98,124236
95735,10,82,105112
95736,30,100,133602
95737,6,103,140062
95738,13,97,130205
95739,13,105,128160
95740,11,98,136090
95741,55,109,141935
95742,3,95,118081
95743,17,101,133550
95744,0,109,148616
95745,11,98,108039
95746,0,106,136273
95747,3,113,135164
95748,0,130,213855
95749,11,115,169846
95750,1,101,185768
95751,4,101,149682
95752,16,95,121800
95753,6,105,125823
95754,5,116,146270
95755,10,101,121905
95756,10,103,121096
95757,0,111,136844
95758,21,112,130002
95759,17,101,126779
95760,0,105,133047
95761,0,92,144732
95762,16,129,179876
95763,18,105,129347
95764,8,108,152762
95765,12,85,104819
95766,7,108,135433
95767,5,110,142801
95768,0,100,131189
95769,11,111,139527
95770,3,117,168608
95771,7,103,122432
95772,5,97,116518
95773,0,109,175896
95774,8,87,105618
95775,6,102,120170
95776,7,114,136638
95777,0,87,76550
95778,2,111,120501
95779,2,111,133387
95780,11,108,117994
95781,2,98,150043
95782,5,100,146403
95783,9,115,138675
95784,12,117,152057
95785,14,84,116015
95786,2,113,131344
95787,6,104,126760
95788,14,99,116471
95789,23,105,157436
95790,14,107,128778
95791,6,85,111425
95792,17,108,118510
95793,6,95,129872
95794,1,90,114114
95795,11,106,143884
95796,2,96,99819
95797,18,116,171172
95798,11,89,109889
95799,14,107,160376
95800,1,106,118548
95801,13,109,143391
95802,2,113,167401
95803,8,103,116191
95804,22,107,165677
95805,3,123,162475
95806,18,100,130359
95807,1,98,110540
95808,9,87,104168
95809,1,109,159566
95810,11,98,105414
95811,9,92,114151
95812,8,95,111492
95813,0,90,119462
95814,0,107,151723
95815,6,95,114536
95816,5,97,120851
95817,6,108,103924
95818,3,118,177271
95819,1,96,144866
95820,17,118,157089
95821,21,90,101822
95822,24,95,112588
95823,16,89,111419
95824,18,95,104102
95825,26,113,148463
95826,6,107,156866
95827,9,89,114010
95828,7,94,106426
95829,0,102,125283
95830,34,103,185479
95831,1,115,140874
95832,23,109,151703
95833,4,95,139338
95834,7,97,129834
95835,6,96,102816
95836,2,98,154882
95837,5,113,170835
95838,0,120,151861
95839,16,110,149814
95840,5,121,169932
95841,14,91,109767
95842,12,93,133158
95843,4,99,120903
95844,12,100,102024
95845,14,90,92475
95846,1,104,126442
95847,32,114,144637
95848,3,83,109603
95849,9,110,159052
95850,7,92,130696
95851,8,91,114017
95852,0,94,131714
95853,16,121,123242
95854,14,93,126402
95855,4,116,166929
95856,22,98,129084
95857,5,109,136324
95858,6,101,130392
95859,17,108,189423
95860,3,96,114097
95861,17,102,184220
95862,5,106,134684
95863,2,111,155488
95864,12,104,112042
95865,3,106,126435
95866,8,109,128961
95867,7,106,120440
95868,6,101,131252
95869,3,103,143944
95870,5,97,102726
95871,14,110,152258
95872,17,92,108552
95873,2,90,132304
95874,6,93,102845
95875,3,112,117730
95876,2,105,110633
95877,7,115,169261
95878,44,113,160510
95879,13,89,118490
95880,26,98,113698
95881,2,124,153560
95882,11,95,130259
95883,4,84,98393
95884,7,93,108469
95885,1,98,121806
95886,10,87,102661
95887,0,111,134103
95888,0,126,154931
95889,2,102,127935
95890,6,93,124359
95891,5,103,128122
95892,19,95,148263
95893,1,106,104107
95894,2,99,129886
95895,4,99,140806
95896,11,116,164105
95897,34,96,137983
95898,28,90,158390
95899,1,98,113489
95900,2,95,103205
95901,12,99,114828
95902,5,115,151499
95903,2,95,142767
95904,7,110,140894
95905,1,103,144530
95906,6,111,141377
95907,11,95,108291
95908,0,103,145803
95909,9,102,120144
95910,0,97,141912
95911,8,93,110201
95912,2,126,164047
95913,8,130,168519
95914,11,102,132860
95915,14,83,112838
95916,2,101,108866
95917,8,105,154843
95918,4,117,132318
95919,1,106,131782
95920,12,127,189872
95921,8,86,111549
95922,0,99,124994
95923,4,104,118122
95924,10,115,171159
95925,4,80,116146
95926,31,90,97547
95927,4,86,117883
95928,15,111,171770
95929,4,113,138495
95930,5,99,129493
95931,6,97,129161
95932,8,113,138989
95933,15,99,117210
95934,8,100,139106
95935,7,124,156167
95936,6,117,162286
95937,11,114,151237
95938,1,104,122771
95939,6,102,115254
95940,4,94,119720
95941,6,113,137624
95942,11,103,122891
95943,2,105,132435
95944,6,98,112275
95945,6,111,181675
95946,7,96,121513
95947,1,93,159830
95948,1,99,107057
95949,22,98,119990
95950,0,103,133399
95951,12,107,136585
95952,0,97,159787
95953,3,102,112123
95954,2,103,110676
95955,6,97,117146
95956,5,97,137495
95957,16,114,153682
95958,3,111,172094
95959,1,119,147037
95960,1,101,137239
95961,13,98,100598
95962,30,95,110947
95963,6,97,123211
95964,16,110,141780
95965,7,100,117047
95966,7,92,123694
95967,3,112,138179
95968,5,92,108166
95969,2,100,120654
95970,4,99,145857
95971,2,92,147276
95972,1,95,93100
95973,4,103,135947
95974,3,107,112431
95975,1,109,133274
95976,2,96,140920
95977,32,99,119524
95978,2,120,170121
95979,20,112,138984
95980,1,100,132431
95981,4,105,143000
95982,12,101,123453
95983,2,110,144700
95984,5,109,155188
95985,0,98,118696
95986,2,100,128661
95987,4,116,161090
95988,30,104,118273
95989,2,106,132508
95990,25,118,165928
95991,26,114,147614
95992,9,94,134113
95993,21,103,106750
95994,16,111,146707
95995,6,100,135717
95996,14,104,107081
95997,2,93,117919
95998,3,85,100085
95999,25,110,126835
96000,4,92,119099
96001,9,93,125579
96002,12,88,101761
96003,8,119,134023
96004,4,95,94340
96005,0,115,145508
96006,13,93,130914
96007,27,92,107032
96008,4,95,125972
96009,16,97,122413
96010,4,106,130548
96011,28,108,113993
96012,4,117,132192
96013,3,111,141938
96014,2,86,104525
96015,5,107,145153
96016,5,93,96379
96017,6,90,131797
96018,1,122,132741
96019,2,100,155076
96020,3,104,113478
96021,0,95,109797
96022,12,83,89749
96023,2,97,111425
96024,21,97,177991
96025,11,104,114691
96026,7,90,105034
96027,37,91,110238
96028,7,115,120782
96029,25,86,128784
96030,18,106,132662
96031,11,99,153866
96032,1,112,147698
96033,5,97,148235
96034,2,109,155712
96035,11,85,114780
96036,9,88,96136
96037,0,99,98355
96038,20,105,117545
96039,9,102,121600
96040,11,113,140752
96041,7,95,121897
96042,3,94,124611
96043,10,99,110969
96044,8,103,112737
96045,12,81,111953
96046,15,103,130774
96047,7,100,144404
96048,0,106,113831
96049,1,98,133512
96050,1,109,185699
96051,39,90,119300
96052,2,129,152096
96053,5,89,91143
96054,11,124,161193
96055,0,100,136715
96056,20,92,129330
96057,1,80,113103
96058,10,102,126570
96059,24,81,95608
96060,2,111,173542
96061,46,108,155600
96062,9,108,135268
96063,14,122,137594
96064,0,108,137386
96065,10,100,135770
96066,23,98,161120
96067,4,92,114222
96068,2,104,123883
96069,1,98,126530
96070,20,115,172592
96071,13,97,128117
96072,33,110,146215
96073,2,101,110685
96074,1,112,129805
96075,5,97,123882
96076,0,101,137055
96077,5,106,136773
96078,2,100,108787
96079,1,104,136727
96080,4,99,106226
96081,2,100,114882
96082,1,94,117038
96083,0,91,124754
96084,9,100,134111
96085,0,102,139426
96086,3,107,170418
96087,8,108,133619
96088,6,99,175924
96089,14,110,174527
96090,9,104,144985
96091,11,118,131607
96092,24,101,113940
96093,12,99,119145
96094,0,112,134080
96095,5,107,128083
96096,0,99,162983
96097,3,100,126443
96098,5,86,99693
96099,4,106,119976
96100,18,89,120756
96101,51,86,111917
96102,7,103,132487
96103,15,90,103745
96104,6,107,151533
96105,0,92,106068
96106,19,98,145885
96107,7,96,118680
96108,7,94,128174
96109,2,93,159428
96110,3,89,113889
96111,0,93,111444
96112,2,111,124542
96113,1,101,136426
96114,11,111,143335
96115,1,109,133452
96116,10,100,130120
96117,25,91,117426
96118,1,91,123010
96119,0,108,130390
96120,1,116,185268
96121,8,106,155851
96122,8,94,123576
96123,10,112,135408
96124,8,91,115196
96125,31,98,124420
